job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Cybersecurity Analyst,3,Master,18,Finance,Enterprise,India,Hybrid,5,116870
Software Engineer,1,Diploma,17,Technology,Startup,India,Hybrid,4,70522
Product Manager,13,High School,13,Consulting,Large,India,Yes,4,118516
AI Engineer,18,PhD,14,Telecom,Medium,India,Hybrid,1,138218
Business Analyst,12,PhD,1,Manufacturing,Large,India,No,2,92572
Frontend Developer,19,PhD,1,Finance,Enterprise,India,No,3,132271
Software Engineer,13,High School,17,Retail,Enterprise,India,No,0,100516
Cloud Engineer,12,Diploma,7,Government,Startup,India,Hybrid,4,80284
DevOps Engineer,11,Bachelor,14,Healthcare,Large,India,Hybrid,0,105800
Data Scientist,1,High School,14,Education,Small,India,No,2,73448
Machine Learning Engineer,2,High School,2,Manufacturing,Small,India,Hybrid,4,73024
Data Scientist,1,High School,13,Government,Medium,India,Hybrid,3,73041
Machine Learning Engineer,20,PhD,1,Finance,Small,India,No,5,129696
Data Scientist,6,Bachelor,7,Finance,Enterprise,India,Hybrid,5,105893
Data Analyst,2,Diploma,8,Consulting,Medium,India,No,3,60343
Machine Learning Engineer,15,Master,12,Manufacturing,Medium,India,Hybrid,1,124433
Product Manager,17,PhD,14,Manufacturing,Small,India,Yes,1,121126
Business Analyst,1,Bachelor,3,Retail,Startup,India,Yes,4,55070
Cloud Engineer,4,PhD,16,Telecom,Medium,India,Yes,0,103862
Data Analyst,5,PhD,1,Healthcare,Startup,India,Hybrid,0,73330
Software Engineer,15,Diploma,11,Finance,Enterprise,India,Yes,1,116434
Business Analyst,4,High School,6,Consulting,Startup,India,Hybrid,0,48308
Business Analyst,19,PhD,8,Healthcare,Startup,India,Yes,4,106612
AI Engineer,7,Bachelor,10,Retail,Large,India,Yes,5,129528
Data Analyst,17,PhD,6,Telecom,Small,India,Hybrid,0,96054
Business Analyst,15,Bachelor,13,Government,Large,India,Yes,5,94466
Business Analyst,8,Bachelor,19,Manufacturing,Medium,India,Yes,2,80769
Cloud Engineer,15,Master,19,Healthcare,Enterprise,India,No,0,133782
DevOps Engineer,0,High School,9,Finance,Medium,India,Yes,5,73388
Machine Learning Engineer,7,PhD,2,Media,Small,India,Hybrid,1,110897
Software Engineer,1,High School,11,Technology,Startup,India,No,2,74377
Product Manager,16,Diploma,19,Consulting,Medium,India,Yes,5,114730
Frontend Developer,2,Master,9,Government,Enterprise,India,Yes,0,91065
Machine Learning Engineer,2,Master,9,Education,Large,India,No,4,111058
Cloud Engineer,10,Diploma,18,Media,Large,India,No,2,104497
Data Analyst,9,High School,11,Telecom,Large,India,No,4,76561
Data Analyst,6,High School,6,Media,Enterprise,India,No,5,71788
AI Engineer,2,Master,17,Government,Medium,India,No,2,110865
Software Engineer,15,PhD,3,Telecom,Enterprise,India,No,2,134236
DevOps Engineer,1,Master,5,Media,Startup,India,No,0,74150
Cloud Engineer,7,Diploma,8,Technology,Small,India,Hybrid,3,87125
Data Scientist,13,Master,12,Consulting,Small,India,Yes,3,109895
Machine Learning Engineer,1,PhD,3,Finance,Enterprise,India,No,3,111190
Software Engineer,8,High School,11,Telecom,Enterprise,India,No,1,88247
Cybersecurity Analyst,1,Diploma,15,Media,Large,India,No,3,87095
Cybersecurity Analyst,4,Bachelor,16,Retail,Medium,India,No,4,91676
Business Analyst,17,PhD,11,Finance,Medium,India,Yes,0,95687
Machine Learning Engineer,7,Diploma,1,Telecom,Medium,India,Yes,2,97847
Data Scientist,4,Diploma,19,Manufacturing,Medium,India,No,4,89224
Backend Developer,17,Master,8,Retail,Enterprise,India,Hybrid,1,132712
Machine Learning Engineer,16,Bachelor,9,Manufacturing,Startup,India,Yes,3,102666
Product Manager,13,Diploma,1,Media,Startup,India,No,5,81642
Data Scientist,7,Master,12,Government,Small,India,Hybrid,0,90625
AI Engineer,1,PhD,10,Technology,Small,India,No,3,105391
Frontend Developer,7,PhD,9,Technology,Large,India,Yes,4,112420
Cybersecurity Analyst,5,Diploma,9,Finance,Large,India,No,1,88363
DevOps Engineer,0,Master,6,Finance,Startup,India,Hybrid,5,75279
Software Engineer,1,Diploma,4,Manufacturing,Small,India,Yes,0,65955
Backend Developer,9,PhD,19,Consulting,Medium,India,Yes,4,106021
Business Analyst,0,Bachelor,12,Finance,Small,India,Yes,3,62231
Product Manager,4,PhD,11,Finance,Startup,India,Hybrid,4,95250
Business Analyst,16,PhD,13,Education,Enterprise,India,Hybrid,0,120681
Backend Developer,4,High School,4,Manufacturing,Large,India,Hybrid,0,66576
Data Analyst,9,High School,7,Government,Startup,India,No,5,51114
AI Engineer,20,PhD,8,Media,Large,India,Hybrid,2,154088
Machine Learning Engineer,8,Diploma,11,Finance,Enterprise,India,Yes,5,126128
Machine Learning Engineer,3,Master,10,Consulting,Enterprise,India,Hybrid,4,114799
Software Engineer,16,Bachelor,4,Education,Large,India,Hybrid,1,93109
Frontend Developer,19,High School,8,Manufacturing,Large,India,No,1,95851
Cloud Engineer,17,Diploma,17,Education,Large,India,Hybrid,3,121574
AI Engineer,4,Bachelor,4,Retail,Large,India,Hybrid,3,108603
Software Engineer,17,Diploma,4,Manufacturing,Startup,India,Yes,5,89955
Software Engineer,2,High School,3,Government,Medium,India,No,3,63528
Software Engineer,9,Master,3,Healthcare,Enterprise,India,No,1,95519
Frontend Developer,15,Master,15,Education,Startup,India,No,3,93214
AI Engineer,20,PhD,10,Retail,Medium,India,Yes,3,141891
Business Analyst,3,Master,4,Media,Startup,India,No,5,63801
Cloud Engineer,11,Diploma,14,Manufacturing,Startup,India,No,5,99257
Data Analyst,9,High School,10,Education,Large,India,Yes,2,74389
DevOps Engineer,17,Master,13,Media,Medium,India,No,3,111652
Software Engineer,9,Diploma,12,Consulting,Large,India,No,1,92385
Data Analyst,7,PhD,11,Education,Small,India,Yes,1,82289
Data Scientist,11,PhD,4,Healthcare,Medium,India,Hybrid,1,91001
Product Manager,17,Bachelor,17,Healthcare,Startup,India,No,3,99982
DevOps Engineer,16,Bachelor,10,Consulting,Small,India,Yes,1,95634
Software Engineer,12,Bachelor,8,Manufacturing,Large,India,Yes,2,112070
Cybersecurity Analyst,16,Master,2,Manufacturing,Startup,India,No,5,99720
Backend Developer,4,Bachelor,16,Government,Enterprise,India,Hybrid,1,97221
Business Analyst,18,Bachelor,17,Manufacturing,Medium,India,No,2,93678
DevOps Engineer,0,PhD,9,Finance,Medium,India,Hybrid,5,88898
Business Analyst,13,Master,11,Retail,Enterprise,India,Yes,5,115703
Cybersecurity Analyst,2,Master,11,Government,Small,India,No,1,81425
DevOps Engineer,6,Bachelor,3,Manufacturing,Medium,India,No,2,95083
Software Engineer,10,Diploma,18,Healthcare,Startup,India,Yes,5,92117
DevOps Engineer,17,Diploma,11,Technology,Startup,India,Hybrid,1,82438
DevOps Engineer,16,Master,4,Technology,Enterprise,India,Yes,0,127899
Product Manager,11,Master,6,Government,Large,India,Yes,4,123223
DevOps Engineer,13,Diploma,19,Government,Enterprise,India,Yes,0,127017
Frontend Developer,9,High School,14,Consulting,Enterprise,India,Hybrid,5,94821
Data Analyst,18,Diploma,1,Technology,Medium,India,Hybrid,5,70505
Data Scientist,6,Diploma,12,Retail,Startup,India,Yes,2,68829
Frontend Developer,10,Diploma,3,Healthcare,Small,India,Hybrid,4,73498
Frontend Developer,6,High School,12,Media,Startup,India,Yes,4,63703
Software Engineer,6,Diploma,6,Media,Small,India,No,3,75260
Software Engineer,0,Master,15,Consulting,Enterprise,India,Yes,3,92540
Backend Developer,11,High School,18,Media,Medium,India,No,0,85165
Cloud Engineer,19,Diploma,8,Finance,Enterprise,India,Hybrid,1,135744
Business Analyst,10,Bachelor,15,Government,Large,India,Yes,4,92691
Data Analyst,13,Bachelor,7,Healthcare,Enterprise,India,Yes,1,93796
AI Engineer,20,Bachelor,7,Consulting,Enterprise,India,Hybrid,4,154073
Backend Developer,12,High School,19,Retail,Medium,India,No,3,89467
Cloud Engineer,5,PhD,11,Retail,Enterprise,India,Hybrid,0,120742
Cloud Engineer,10,Bachelor,19,Technology,Medium,India,Hybrid,0,100486
Frontend Developer,18,Bachelor,9,Media,Enterprise,India,Yes,0,117661
Product Manager,19,High School,4,Technology,Medium,India,Yes,1,104408
Business Analyst,17,PhD,1,Media,Small,India,Yes,0,89059
Frontend Developer,12,Bachelor,18,Finance,Medium,India,No,1,87369
Software Engineer,1,High School,13,Healthcare,Large,India,Yes,5,87370
Cybersecurity Analyst,10,Bachelor,17,Consulting,Small,India,Hybrid,0,81545
DevOps Engineer,19,Bachelor,7,Consulting,Large,India,Yes,1,120439
Business Analyst,12,Master,16,Healthcare,Enterprise,India,Hybrid,2,108009
Machine Learning Engineer,6,Master,12,Government,Medium,India,Hybrid,2,94670
Backend Developer,2,Diploma,11,Technology,Small,India,Yes,3,71365
Backend Developer,8,PhD,3,Consulting,Medium,India,Hybrid,4,97297
Cybersecurity Analyst,16,Master,2,Finance,Medium,India,Hybrid,0,102142
Frontend Developer,6,Diploma,19,Retail,Medium,India,Hybrid,1,76595
Backend Developer,17,Bachelor,8,Consulting,Small,India,Hybrid,0,83747
Data Analyst,3,High School,2,Telecom,Small,India,No,2,42275
Data Analyst,5,High School,8,Finance,Small,India,Hybrid,3,51285
Machine Learning Engineer,5,PhD,17,Manufacturing,Medium,India,Yes,5,118231
Software Engineer,7,Bachelor,10,Telecom,Startup,India,No,4,75106
Machine Learning Engineer,7,Bachelor,16,Healthcare,Startup,India,Hybrid,1,91040
Product Manager,1,PhD,19,Consulting,Small,India,No,3,99309
Product Manager,12,Bachelor,13,Education,Small,India,Yes,3,118861
Machine Learning Engineer,18,High School,5,Retail,Large,India,No,1,121836
Cloud Engineer,5,Bachelor,12,Finance,Large,India,No,0,91146
Data Scientist,19,High School,4,Media,Startup,India,Yes,1,85015
AI Engineer,8,High School,10,Government,Medium,India,No,5,102837
Cybersecurity Analyst,9,PhD,9,Retail,Startup,India,Yes,3,106237
DevOps Engineer,2,High School,10,Media,Small,India,Yes,0,72779
Cybersecurity Analyst,2,PhD,16,Media,Enterprise,India,Hybrid,4,125427
Data Analyst,20,Diploma,5,Government,Small,India,Yes,0,82967
Machine Learning Engineer,0,Master,12,Finance,Large,India,Hybrid,3,107341
AI Engineer,0,Diploma,7,Education,Medium,India,Hybrid,3,81706
Cloud Engineer,16,Diploma,1,Consulting,Large,India,Hybrid,2,109937
AI Engineer,1,High School,14,Education,Startup,India,No,1,81887
AI Engineer,11,Diploma,1,Government,Large,India,No,2,105809
Cloud Engineer,3,Master,9,Education,Large,India,No,0,95648
Data Analyst,7,Diploma,7,Retail,Enterprise,India,Hybrid,3,79380
DevOps Engineer,5,Diploma,5,Consulting,Medium,India,Yes,3,77547
Data Analyst,13,Bachelor,16,Technology,Medium,India,Yes,0,78395
Frontend Developer,14,Bachelor,4,Technology,Startup,India,No,4,78979
Frontend Developer,6,Bachelor,11,Media,Small,India,Yes,0,73647
AI Engineer,9,PhD,2,Retail,Startup,India,Hybrid,4,102388
Frontend Developer,2,Bachelor,13,Education,Startup,India,Yes,5,67088
Product Manager,8,Bachelor,8,Retail,Medium,India,No,0,90525
DevOps Engineer,13,PhD,1,Finance,Large,India,Yes,5,124822
Business Analyst,11,Bachelor,14,Education,Small,India,Yes,3,75038
DevOps Engineer,4,Master,6,Consulting,Enterprise,India,Yes,1,103546
Business Analyst,2,Diploma,11,Finance,Enterprise,India,Yes,3,74296
Product Manager,16,Master,5,Media,Enterprise,India,Yes,5,143565
Cybersecurity Analyst,13,Master,4,Media,Startup,India,No,5,90467
Data Scientist,5,Bachelor,10,Consulting,Small,India,Hybrid,2,86713
Backend Developer,10,Diploma,8,Healthcare,Medium,India,Yes,5,94533
Frontend Developer,14,Master,14,Technology,Enterprise,India,Yes,1,124155
Machine Learning Engineer,4,Master,5,Finance,Medium,India,No,2,97090
Business Analyst,1,PhD,10,Finance,Large,India,Hybrid,0,86697
Product Manager,20,Diploma,19,Government,Large,India,No,0,125655
Cybersecurity Analyst,14,Bachelor,18,Retail,Small,India,Hybrid,3,100041
Machine Learning Engineer,1,Master,6,Education,Medium,India,No,3,96210
Data Scientist,14,Master,16,Telecom,Large,India,Hybrid,2,107240
AI Engineer,16,Diploma,6,Manufacturing,Startup,India,Yes,3,99290
Data Analyst,8,PhD,16,Telecom,Startup,India,No,3,80841
Product Manager,3,Bachelor,17,Education,Enterprise,India,Hybrid,5,106424
Machine Learning Engineer,13,PhD,6,Retail,Large,India,Yes,2,126278
Cybersecurity Analyst,16,Master,9,Education,Enterprise,India,Yes,2,141117
Software Engineer,3,Master,5,Retail,Medium,India,No,0,75796
AI Engineer,11,Bachelor,1,Government,Medium,India,Yes,1,104903
DevOps Engineer,1,Bachelor,15,Manufacturing,Small,India,Yes,1,79674
Cloud Engineer,12,Bachelor,8,Education,Small,India,No,2,88733
Frontend Developer,16,Master,9,Education,Startup,India,Yes,3,89441
Machine Learning Engineer,17,PhD,18,Government,Medium,India,Hybrid,5,145433
Data Scientist,5,PhD,1,Education,Enterprise,India,No,1,112260
Cybersecurity Analyst,5,Master,10,Education,Large,India,Yes,1,103725
Machine Learning Engineer,3,Bachelor,14,Retail,Enterprise,India,Yes,3,118894
Data Analyst,9,PhD,6,Healthcare,Large,India,No,5,94655
Business Analyst,18,PhD,6,Education,Small,India,Yes,3,110034
Business Analyst,7,High School,15,Finance,Startup,India,No,5,61554
Machine Learning Engineer,8,Bachelor,3,Telecom,Enterprise,India,Hybrid,3,112685
Frontend Developer,20,Bachelor,6,Education,Large,India,No,2,106918
Data Analyst,20,High School,16,Media,Medium,India,Yes,0,93870
Data Scientist,18,High School,10,Media,Small,India,Hybrid,3,97342
Product Manager,8,Master,9,Government,Enterprise,India,Hybrid,5,129131
Data Analyst,6,High School,16,Manufacturing,Small,India,Yes,1,60724
Data Analyst,1,High School,19,Finance,Enterprise,India,Yes,3,70213
Software Engineer,13,Bachelor,4,Technology,Large,India,No,4,98820
Product Manager,5,Bachelor,17,Finance,Large,India,Yes,1,98566
AI Engineer,19,High School,8,Technology,Enterprise,India,Hybrid,1,133649
Cloud Engineer,3,Bachelor,18,Manufacturing,Startup,India,Yes,0,73959
DevOps Engineer,16,Bachelor,6,Telecom,Medium,India,Yes,0,109698
Software Engineer,8,Master,1,Retail,Large,India,Yes,1,93474
AI Engineer,20,High School,1,Media,Medium,India,Hybrid,3,121107
Cybersecurity Analyst,19,Diploma,12,Healthcare,Startup,India,Hybrid,0,96352
Machine Learning Engineer,6,Bachelor,9,Technology,Medium,India,Yes,4,100682
AI Engineer,8,Diploma,4,Consulting,Small,India,Hybrid,0,102144
Machine Learning Engineer,4,High School,10,Technology,Startup,India,Hybrid,1,71743
Backend Developer,3,Diploma,16,Retail,Small,India,Hybrid,0,77179
Cybersecurity Analyst,3,Master,11,Government,Enterprise,India,Hybrid,5,107838
Data Analyst,10,Bachelor,15,Technology,Large,India,No,2,82583
Business Analyst,20,High School,4,Telecom,Enterprise,India,Hybrid,5,97971
Data Scientist,7,High School,18,Media,Startup,India,Hybrid,0,71387
Data Scientist,16,Master,8,Consulting,Medium,India,Hybrid,3,110458
Data Scientist,0,PhD,4,Government,Medium,India,No,3,79552
AI Engineer,13,PhD,18,Media,Small,India,No,2,122868
AI Engineer,16,Master,14,Finance,Enterprise,India,Hybrid,4,160911
AI Engineer,11,Master,7,Manufacturing,Small,India,Hybrid,2,106874
DevOps Engineer,9,Bachelor,2,Government,Startup,India,Yes,5,82286
Machine Learning Engineer,14,High School,16,Government,Startup,India,Yes,1,106687
Frontend Developer,0,Diploma,5,Government,Medium,India,No,2,58198
Cloud Engineer,13,Bachelor,18,Telecom,Enterprise,India,Hybrid,2,129900
Cloud Engineer,2,High School,14,Technology,Large,India,Hybrid,3,87372
Data Analyst,19,Bachelor,5,Technology,Medium,India,Yes,5,101903
Cloud Engineer,10,Bachelor,4,Retail,Enterprise,India,Hybrid,0,105551
Cybersecurity Analyst,7,Diploma,13,Government,Large,India,Yes,4,108953
Data Analyst,17,Master,15,Education,Medium,India,Yes,4,95353
Product Manager,13,Bachelor,9,Healthcare,Startup,India,No,3,94350
AI Engineer,9,Bachelor,14,Education,Enterprise,India,No,4,125378
Product Manager,5,Master,4,Consulting,Startup,India,No,4,87145
Business Analyst,16,Master,11,Telecom,Small,India,Yes,1,89259
Software Engineer,7,PhD,11,Education,Small,India,Hybrid,0,95186
Cloud Engineer,18,High School,7,Education,Large,India,Hybrid,5,116500
Frontend Developer,9,High School,5,Finance,Startup,India,Yes,2,73536
Product Manager,18,High School,3,Consulting,Small,India,Hybrid,0,98388
DevOps Engineer,7,Diploma,13,Media,Medium,India,No,3,87235
Data Analyst,12,Bachelor,8,Government,Medium,India,No,4,90536
Machine Learning Engineer,11,PhD,14,Technology,Startup,India,No,3,111488
Frontend Developer,4,Diploma,12,Telecom,Medium,India,Yes,4,78524
Machine Learning Engineer,4,Diploma,14,Technology,Medium,India,Yes,5,97647
Machine Learning Engineer,4,Diploma,8,Media,Medium,India,No,4,97498
Frontend Developer,18,High School,3,Telecom,Large,India,Yes,0,102211
Cloud Engineer,11,High School,9,Healthcare,Small,India,No,5,87805
Product Manager,16,Master,5,Media,Startup,India,Yes,3,100211
Software Engineer,0,Bachelor,8,Government,Small,India,Yes,5,70569
Software Engineer,8,High School,12,Retail,Enterprise,India,Yes,2,94427
Machine Learning Engineer,11,Diploma,2,Government,Startup,India,Yes,5,105750
Frontend Developer,2,Master,3,Healthcare,Small,India,Yes,0,67778
Frontend Developer,1,Diploma,9,Media,Startup,India,No,4,59373
Business Analyst,6,Bachelor,9,Healthcare,Enterprise,India,Hybrid,5,80600
Backend Developer,13,Diploma,16,Media,Large,India,Hybrid,5,117177
Data Analyst,19,Diploma,5,Finance,Medium,India,Yes,4,83269
Frontend Developer,4,Diploma,1,Finance,Small,India,Hybrid,1,55172
Backend Developer,20,High School,7,Government,Startup,India,No,4,82672
Frontend Developer,14,Master,8,Government,Small,India,Yes,1,93528
Data Analyst,0,Master,19,Retail,Enterprise,India,Hybrid,2,80400
Cloud Engineer,4,Diploma,11,Consulting,Medium,India,Hybrid,0,74805
Cybersecurity Analyst,0,PhD,10,Consulting,Enterprise,India,No,2,107103
Business Analyst,4,High School,13,Healthcare,Medium,India,No,3,55683
Product Manager,13,Diploma,1,Healthcare,Small,India,No,4,88599
Business Analyst,11,Diploma,7,Consulting,Enterprise,India,Hybrid,0,84974
Data Analyst,10,Master,11,Government,Medium,India,No,2,83188
Frontend Developer,10,Diploma,10,Media,Startup,India,Hybrid,1,71036
Backend Developer,17,Master,1,Media,Enterprise,India,Hybrid,3,125797
Cybersecurity Analyst,12,Bachelor,16,Government,Startup,India,Hybrid,5,92169
Frontend Developer,11,PhD,10,Technology,Startup,India,Hybrid,2,92790
Cybersecurity Analyst,12,Master,6,Manufacturing,Startup,India,Yes,0,89109
Data Analyst,3,PhD,7,Finance,Medium,India,Hybrid,4,77194
Software Engineer,6,High School,6,Finance,Large,India,No,0,74009
Cloud Engineer,9,Diploma,5,Manufacturing,Large,India,Hybrid,5,95262
Business Analyst,17,PhD,11,Healthcare,Enterprise,India,No,4,125925
Frontend Developer,7,High School,7,Media,Medium,India,Yes,3,70634
Data Analyst,6,PhD,10,Media,Startup,India,Yes,0,75093
Cloud Engineer,6,High School,9,Healthcare,Small,India,Yes,0,86163
Product Manager,20,Diploma,18,Media,Enterprise,India,No,5,141187
Data Analyst,5,Master,7,Education,Enterprise,India,Yes,5,97888
Cloud Engineer,7,High School,4,Media,Small,India,Yes,2,85947
Cloud Engineer,15,Diploma,16,Manufacturing,Medium,India,Yes,3,107775
Cloud Engineer,8,Bachelor,3,Manufacturing,Large,India,Yes,2,104219
Cloud Engineer,18,Bachelor,5,Healthcare,Enterprise,India,Hybrid,2,131307
Data Analyst,5,Bachelor,14,Healthcare,Enterprise,India,Hybrid,4,86073
Cloud Engineer,10,High School,18,Manufacturing,Startup,India,No,5,88775
Business Analyst,12,PhD,13,Retail,Large,India,Hybrid,1,108099
AI Engineer,17,Master,13,Consulting,Medium,India,No,1,128917
Frontend Developer,12,Master,2,Finance,Large,India,Yes,1,97738
AI Engineer,20,Diploma,16,Consulting,Medium,India,No,2,123783
Data Analyst,6,Diploma,6,Education,Small,India,No,0,54888
Machine Learning Engineer,15,Diploma,14,Government,Startup,India,Hybrid,1,96901
Backend Developer,2,Master,7,Healthcare,Enterprise,India,No,2,93951
Data Scientist,8,Bachelor,17,Education,Large,India,Hybrid,5,93461
Data Analyst,10,Diploma,5,Retail,Large,India,No,1,77731
DevOps Engineer,7,PhD,12,Retail,Medium,India,Hybrid,3,95323
Cloud Engineer,12,Bachelor,9,Telecom,Large,India,No,2,113500
Data Analyst,7,Bachelor,8,Education,Startup,India,No,1,56909
Software Engineer,9,High School,17,Media,Medium,India,Hybrid,4,83446
Data Analyst,20,PhD,1,Consulting,Large,India,Yes,3,119345
Business Analyst,10,Bachelor,16,Media,Enterprise,India,Hybrid,0,90051
Software Engineer,17,Bachelor,13,Healthcare,Large,India,No,3,113924
Frontend Developer,0,Diploma,16,Technology,Small,India,No,5,62139
Cloud Engineer,4,Diploma,4,Education,Startup,India,No,5,68567
Business Analyst,12,High School,17,Retail,Large,India,Hybrid,4,85836
Cloud Engineer,3,PhD,7,Government,Medium,India,No,3,89468
DevOps Engineer,9,High School,18,Media,Enterprise,India,Hybrid,3,108400
Backend Developer,20,High School,18,Retail,Enterprise,India,Hybrid,5,125130
AI Engineer,16,High School,11,Media,Small,India,Hybrid,0,110174
Product Manager,13,High School,10,Technology,Enterprise,India,Yes,1,117000
Data Scientist,17,High School,9,Telecom,Enterprise,India,Hybrid,2,103688
DevOps Engineer,9,Diploma,19,Technology,Medium,India,Yes,0,105891
Product Manager,3,Bachelor,15,Telecom,Enterprise,India,Hybrid,4,113973
Frontend Developer,8,High School,11,Technology,Startup,India,Yes,2,66688
Business Analyst,12,Master,15,Education,Small,India,Hybrid,5,87438
DevOps Engineer,18,Diploma,16,Technology,Small,India,Hybrid,5,114301
Cloud Engineer,13,PhD,1,Telecom,Enterprise,India,Hybrid,1,133011
Software Engineer,0,Diploma,12,Government,Startup,India,No,2,67178
Cybersecurity Analyst,0,PhD,11,Government,Startup,India,Hybrid,0,78448
Cloud Engineer,12,Diploma,6,Consulting,Medium,India,No,1,94371
Frontend Developer,14,High School,14,Technology,Medium,India,Yes,5,95708
AI Engineer,17,Master,15,Finance,Enterprise,India,Hybrid,1,154370
Backend Developer,14,PhD,17,Retail,Small,India,Yes,3,107790
AI Engineer,13,PhD,15,Education,Enterprise,India,Hybrid,3,162469
Data Scientist,3,Master,14,Education,Small,India,Hybrid,4,81896
Business Analyst,8,Master,9,Finance,Large,India,Hybrid,4,94072
Product Manager,2,Bachelor,6,Manufacturing,Small,India,No,1,80996
Cloud Engineer,3,PhD,13,Government,Medium,India,Yes,4,105664
AI Engineer,16,High School,7,Media,Startup,India,No,4,100109
Cybersecurity Analyst,15,Bachelor,1,Retail,Enterprise,India,Yes,5,117245
DevOps Engineer,5,Master,2,Finance,Medium,India,Hybrid,1,87028
Cloud Engineer,15,Master,13,Retail,Medium,India,Yes,5,112852
Data Scientist,20,Master,18,Consulting,Startup,India,No,2,105720
Business Analyst,2,PhD,13,Healthcare,Large,India,Hybrid,1,89282
Cybersecurity Analyst,6,Diploma,17,Finance,Medium,India,Hybrid,4,86442
Data Scientist,7,PhD,12,Finance,Small,India,No,0,88180
DevOps Engineer,0,Master,3,Telecom,Enterprise,India,Hybrid,3,94277
Software Engineer,2,Diploma,12,Retail,Enterprise,India,Hybrid,2,87442
Data Analyst,0,PhD,2,Consulting,Large,India,No,0,65520
Product Manager,18,PhD,4,Telecom,Enterprise,India,Hybrid,1,145326
Frontend Developer,10,Bachelor,16,Retail,Medium,India,No,0,85663
DevOps Engineer,8,PhD,18,Government,Small,India,No,3,109029
Cybersecurity Analyst,10,Master,6,Consulting,Enterprise,India,Hybrid,1,113000
Cybersecurity Analyst,19,Bachelor,18,Consulting,Enterprise,India,Hybrid,3,130155
Backend Developer,6,Diploma,11,Consulting,Small,India,Yes,3,82086
AI Engineer,0,Bachelor,18,Technology,Medium,India,No,2,92799
Product Manager,7,Diploma,4,Education,Large,India,Yes,5,101494
AI Engineer,20,Bachelor,3,Retail,Enterprise,India,Hybrid,4,149656
Product Manager,8,Bachelor,19,Healthcare,Large,India,No,2,111824
Product Manager,10,Master,17,Education,Small,India,No,0,105673
Cloud Engineer,2,Master,2,Government,Startup,India,Yes,3,71426
Business Analyst,7,Diploma,9,Finance,Small,India,Hybrid,5,65142
Business Analyst,9,PhD,13,Manufacturing,Enterprise,India,Hybrid,1,110652
DevOps Engineer,15,Master,19,Government,Medium,India,Yes,0,118745
DevOps Engineer,13,Master,5,Telecom,Enterprise,India,Hybrid,3,128048
Business Analyst,3,Diploma,2,Consulting,Medium,India,Hybrid,1,60286
Data Scientist,11,High School,2,Consulting,Startup,India,Hybrid,1,77454
Cloud Engineer,20,Diploma,1,Media,Enterprise,India,No,2,131730
Data Analyst,18,Diploma,14,Education,Enterprise,India,Hybrid,2,96313
Data Analyst,16,High School,9,Government,Medium,India,Yes,1,79682
Business Analyst,19,Master,13,Technology,Startup,India,No,2,99621
DevOps Engineer,12,PhD,12,Education,Enterprise,India,Yes,5,142402
Data Analyst,8,Diploma,3,Telecom,Small,India,Hybrid,3,62101
AI Engineer,16,Bachelor,7,Consulting,Startup,India,Hybrid,0,106533
Data Scientist,4,Bachelor,2,Media,Enterprise,India,Hybrid,4,97135
AI Engineer,0,PhD,11,Technology,Medium,India,No,2,110182
Backend Developer,12,Bachelor,19,Government,Large,India,Hybrid,4,111946
Frontend Developer,17,Diploma,3,Healthcare,Large,India,Hybrid,3,97051
Software Engineer,8,PhD,16,Finance,Enterprise,India,No,4,129792
Product Manager,10,PhD,19,Consulting,Small,India,No,5,120165
Cloud Engineer,11,High School,16,Telecom,Startup,India,Hybrid,4,85975
Cybersecurity Analyst,5,PhD,5,Consulting,Small,India,Hybrid,2,90823
Cloud Engineer,9,Diploma,15,Education,Enterprise,India,Yes,1,125330
Data Scientist,18,Bachelor,6,Finance,Medium,India,Yes,4,115226
Backend Developer,4,Master,5,Retail,Small,India,No,1,78517
Machine Learning Engineer,6,Diploma,19,Telecom,Small,India,Hybrid,1,88865
Business Analyst,20,Bachelor,3,Technology,Medium,India,Hybrid,1,91394
Cloud Engineer,5,PhD,16,Technology,Medium,India,Yes,3,98493
Business Analyst,0,High School,16,Education,Large,India,No,0,67671
Frontend Developer,13,Master,6,Technology,Large,India,Hybrid,3,93926
Frontend Developer,4,Master,18,Education,Enterprise,India,Hybrid,2,103200
Machine Learning Engineer,16,PhD,9,Media,Small,India,Yes,5,123644
AI Engineer,5,Master,7,Manufacturing,Enterprise,India,Yes,2,134427
Product Manager,18,Diploma,3,Consulting,Large,India,No,4,114472
Cloud Engineer,17,PhD,5,Technology,Startup,India,Yes,1,107933
Machine Learning Engineer,17,Bachelor,9,Government,Large,India,No,1,121742
Machine Learning Engineer,7,Diploma,11,Media,Medium,India,Yes,1,87408
Machine Learning Engineer,10,Diploma,14,Finance,Medium,India,Hybrid,2,97211
Data Scientist,0,Diploma,15,Manufacturing,Enterprise,India,No,1,87557
Backend Developer,13,Master,2,Manufacturing,Enterprise,India,Hybrid,2,108446
Software Engineer,7,Bachelor,1,Manufacturing,Medium,India,Yes,2,86285
Machine Learning Engineer,0,High School,3,Education,Small,India,Hybrid,1,69021
Cybersecurity Analyst,11,High School,16,Manufacturing,Enterprise,India,Yes,5,118636
Cloud Engineer,11,Diploma,9,Finance,Large,India,Hybrid,5,100576
Software Engineer,18,Diploma,4,Finance,Enterprise,India,Yes,3,110931
